train_id	name	item_condition_id	category_name	brand_name	price	shipping	item_description
383	Tye Dye Ivory Ella Long Sleeve	2	Women/Tops & Blouses/T-Shirts	Ivory Ella	13.0	0	No description yet
384	NIP extra large VS PINK SHERPA BLANKET	1	Women/Other/Other	PINK	61.0	0	"Last one! Priority Shipping included Brand New in Online Packaging Sweet dreams guaranteed–this super soft snuggly blanket instantly brightens up your dorm room or bedroom. Faux fur on one side, plush on the other. Softest Blanket ever! Faux-fur on one side 60""W x 72""L Imported polyester Victoria's Secret PINK"
385	MVMT Movement Watch Tan white	2	Men/Men's Accessories/Watches		23.0	0	Brand-new never worn Beautiful luxurious watch but I wear a Apple Watch regularly so I am selling this one It retails for [rm] so you getting an amazing price here
386	Victoria's Secret Swim Suit	3	Women/Swimwear/Two-Piece	Victoria's Secret	25.0	0	Good used condition!
387	Cozy Boots	3	Women/Shoes/Boots	Canyon River Blues	14.0	0	Women boots by Canyon River Blues, size 10, used once, good conditions
388	Green Off Shoulder Long Sleeve Blouse	1	Women/Tops & Blouses/Blouse		15.0	0	Loose fitting.
389	NWOT Lularoe OS Chevron Disney Rose	2	Women/Athletic Apparel/Pants, Tights, Leggings	LuLaRoe	28.0	1	Smoke and pet free home. Fast shipping.
390	nails and nail polish set	1	Beauty/Makeup/Nails		3.0	1	Comes with both.
391	Victoria's Secret Red/Coral Garter Skirt	2	Women/Underwear/Panties	Victoria's Secret	8.0	1	This is a super cute garter skirt from Victoria's Secret. It is a bright red color with coral accents. It is in perfect condition and comes from a smoke free home :)
392	White Versace Sun Shades	1	Men/Men's Accessories/Sunglasses		25.0	1	White frame with gold accents and tinted lens
393	BB cream	1	Beauty/Makeup/Face	Neutrogena	9.0	1	Brand new in box Bb cream daily Moisturizer with sunscreen SPF 30 Light/medium Brand new Tinted Moisturizer Acne treatment Fair **Please only purchase if you plan to rate in 3 days or less after receiving your items. ###No Holds###. Follow me- I'm always adding new things! **Shipping time (dropping at post office) is usually 1-2 days, Monday-Saturday. Purchases on Friday may sometimes ship Saturday or could possibly be Monday. **I provide tracking with all purchases. Please ask me about bundling multiple listings to save on shipping. Thank you for shopping!!
394	New NY Giants Women's Bling Jersey Top S	2	Women/Athletic Apparel/Shirts & Tops	NFL	21.0	0	BRAND NWOT NFL Team Apparel Women's NY Giants Fitted Lace Up Jersey Top Red Lace-Up and Bling Letter Detail Mesh Panels Team Jersey Material, Super flattering fit SIZE SMALL Removable sticker tag still attached to sleeve but has a bit of wear from storing- see photo No tears or pulls- brand new
395	Nwt VS PINK TOTE	1	Women/Women's Handbags/Totes & Shoppers	Victoria's Secret	15.0	1	New with tags Victoria's Secret PINK logo tote / beach bag, pink and orange
396	LL Bean Kids Sz 1 Winter Snow Boots GUC	3	Kids/Girls 2T-5T/Shoes		16.0	0	Lots more where left for these winter snow boots, snowmobile boots, all purpose warm, cozy – cold weather boots. Fleece lined.
397	Victoria secrets perfume	1	Beauty/Fragrance/Women	Victoria's Secret	15.0	1	No description yet
398	NWT Lularoe 3XL Randy	1	Women/Tops & Blouses/Tunic		45.0	1	Smoke free and dog friendly home. New and unworn Randy
399	Under Armour Tank	1	Women/Athletic Apparel/Shirts & Tops	Under Armour	13.0	0	Neon green UA fitted tank NWT! Womens M CHECK OUT MY CLOSET for other items like nike shoes, lululemon headbands, Calvin Klein Jacket, magaschoni cashmere, khakis, vs pink panties, leggings, etc
400	Silk blouse 2	3	Women/Tops & Blouses/Blouse	Banana Republic	9.0	0	Size Small Banana Republic. Citronella/gray camo. Very gently use
401	Tankini	2	Women/Swimwear/Two-Piece		12.0	0	Polka dot tankini top
402	Guess blue bandage dress	1	Women/Dresses/Above Knee, Mini	GUESS	32.0	0	New with tags size small
403	Brand new Mugs by Rae Dunn Collection!	1	Vintage & Collectibles/Housewares/Ceramic		51.0	0	"In ""I Woke Up Like This"""
404	F21 satin bralettes sz medium	3	Women/Underwear/Bras	FOREVER 21	8.0	1	Both have only been worn and washed once. The tags have been cut out tho.
405	Moana DVD	1	Electronics/Media/DVD		17.0	1	Brand new DVD bought for my sister and couldn't return it.
406	Hello Kitty by Loungefly	1	Women/Women's Handbags/Shoulder Bag	Hello Kitty	31.0	0	Kawaii style multi color canvas/faux leather Hello Kitty tote by Loungefly. Hello Kitty is on the front and the back along the sides. It also has dangling charms on one strap and features her signature bow in metallic pink and polka dots. Looks very similar to Tokidoki Hello Kitty. Bag is new with tags and has never been used. Come check out my other listings. I sell a little bit of everything and lots of well known brands such as Lilly Pulitzer, Too Faced, Nike, Imaginext, Star Wars, Lularoe and Shopkins just to name a few.
407	Authentic blue and black nike foams 7c	3	Kids/Boys 0-24 Mos/Shoes	Nike	56.0	0	Authentic blue and black nike foams size 7c good condition
408	Charlotte Russe Lace dress	2	Women/Dresses/Above Knee, Mini	Charlotte Russe	9.0	0	No description yet
409	Smart watch for android and iOS	1	Electronics/Cell Phones & Accessories/Cell Phone Accessories		13.0	1	Works with android and IOS. A lot better than those other smart watches! Looks like the iwatch. Very nice!
410	Michael Kors Sandals	1	Women/Shoes/Sandals	Michael Kors	56.0	0	New With Box Michael Kors Warren Thong Leather Color Watermelon 7M
411	My little pony Friendship is magic set	1	Kids/Toys/Dolls & Accessories	Hasbro	15.0	1	New in box. Box is little damaged on top otherwise all good.
412	HP 952 XL HP 952 COLOR	1	Other/Office supplies/Ink & Toner	HP	59.0	0	Combo pack new Black xl Cyan Magenta Yellow expiration Dec. 2017 Retails [rm]
413	Necklace	3	Vintage & Collectibles/Jewelry/Necklace		100.0	1	Ruby and diamond flat chain necklace it is 10kt beauty and weighs approximately 3.5 grams. The chain in the above picture number three shows a minor fixable flaw in the chain. It is so tiny you would miss it seeing it. So I am offering a discounted price incase you want to fix it.
414	10ft red nylon braided cable for apple	1	Electronics/Cell Phones & Accessories/Cables & Adapters		5.0	1	red cord 9 pin lightning Charger, 3m 10ft Nylon Braided lightning cable Data Sync and Charging Cable for apple iphone itouch Brand new never used Perfect as a back up in your purse, car or work! Fast and free shipping
415	Kylie Jenner Birthday Edition Lippies	1	Beauty/Makeup/Lips		16.0	1	FREE SHIPPING + BRAND NEW Kylie Cosmetics Matte Lipstick Mini Kit is the perfect way to take your favorite matte lipstick to go. The Liquid Matte Lipstick has high intensity pigment for an instant bold matte lip. The extremely long wearing lipstick contains moisturizing ingredients for a comfortable, emollient and silky feel that does not dry your lips out.
416	2 pair men's superman socks. Free ship	1	Men/Athletic Apparel/Socks	DC Comics	10.0	1	Two pair men's socks. I pay shipping you save. Bundle and save more. Do not ask for discount unless buying two or more items. Smoke pet free home. New with tags Buy superman socks n And get batman socks for five dollars more
417	eyebrow and bikini line trimmer / Razor	1	Other/Daily & Travel items/Personal Care		5.0	1	Select Lash eyebrow and bikini line trimmer Stainless Steel Rust Free Smooth & safe eyebrow trimmers for beautiful eyebrows! Safety guards to protect your skin from cuts and razor burn For shaving facial hair, eyebrows and bikini line! Stainless Steel Rust Free 3 in each package Smooth & safe eyebrow trimmers for beautiful eyebrows! FAST FREE SHIPPING Tags: eyebrow kit Eyebrow razor
418	Nike Just do it leggings	2	Women/Athletic Apparel/Pants, Tights, Leggings	Nike	20.0	0	Like new
419	Younique Splash Liquid Lipcolor	1	Beauty/Makeup/Lips	Younique	16.0	0	New Splash Liquid Lip-color in Spontaneous. A rich berry shade. These are long lasting matte lip colors.
420	SZ 11 jeans	3	Women/Jeans/Boot Cut	Angels	7.0	0	"Gently worn size 11 jeans and or 31"" waist jeans."
421	Victoria's secret PINK boyfriend med	4	Women/Athletic Apparel/Tracksuits & Sweats	PINK	20.0	1	Medium vs pink boyfriend pants, well loved
422	Japonesque solid brush cleaner	1	Beauty/Tools & Accessories/Makeup Brushes & Tools		12.0	0	Brand new with seal! 0.493 oz Solid makeup brush cleanser with gentle goat-milk cleansing balm
423	Kodak easy share camera!	3	Electronics/Cameras & Photography/Digital Cameras	Kodak	41.0	0	On hold!
424	Fitbit	1	Sports & Outdoors/Exercise/Fitness technology	Fitbit	60.0	1	No description yet
425	HELLO KITTY WATER BOTTLE & 2 TOUCH LAMPS	1	Handmade/Glass/Bottles		22.0	0	BRAND NEW WATER BOTTLE & 2 TOUCH SENSOR LAMPS WITH HELLO KITTY DECALS BY:MAYA. THE WATER BOTTLE IS TRITAN BRAND, BPA FREE, 25 FL. OZ. & FOR COLD DRINKS ONLY. THE WATER BOTTLE IS TRIMMED IN RED & HAS A HELLO KITTY FACE DECAL ON FRONT & A HELLO KITTY WORD DECAL ON THE BACK BOTH IN BURGUNDY RED. THE LAMPS HAVE A HELLO KITTY FACE DECALS ON THE FRONT & HELLO KITTY STICKERS ON THE BACK & SIDES. ONE LAMP HAS A BURGUNDY RED H. K. DECAL & ONE LAMP HAS A LIGHT PINK H. K. DECAL. THE LAMPS TAKE 2 DOUBLE A BATTERIES EACH(NOT INCLUDED). BUYER WILL RECEIVE ALL 3 ITEMS EXACTLY AS PICTURED. THIS IS MY ONLY SET AVAILABLE. THANKS FOR LOOKING. ☺ ***PRICE IS FIRM/NO LOWERING! ***NO SPLITTING! ***NO FREE SHIPPING! ***NO SUBSTITUTIONS! ***ASKING=BLOCKED! ****YOU MUST HAVE 5+ GREAT RATINGS TO BUY FROM MY CLOSET. NO EXCEPTIONS!
426	Black Velvet Skater Dress	2	Women/Dresses/Above Knee, Mini		13.0	0	Black velvet skater dress, size S. Ordered off Wanelo, so I don't know the brand. Open to offers! Sorry no free shipping.
427	Dress	3	Women/Dresses/Asymmetrical Hem		10.0	1	Yellowish dress Great condition No flaws Fits medium/large best ****ASK QUESTIONS BEFORE PURCHASING!**** ❗️I SHIP WITHIN 1-2 DAYS,USPS DELAYS A LOT❗️ ❗️PLEASE UNDERSTAND THAT SOME PACKAGES DO GET DAMAGED WHEN BEING SHIPPED,DUE TO BEING THROWN (USPS FAULT)❗️ ➡️SO PLEASE DON'T TAKE IT OUT ON ME.⬅️ -BUNDLE TO SAVE -RETURNING CUSTOMERS SAVE ❌HOLDS|❌TRY ONS !|❌TRADES ♡♡♡ First Come,First Serve *Shipping included in price*
428	Rae Dunn Bon Appetite Bowl	1	Home/Kitchen & Dining/Dining & Entertaining	Rae Dunn	14.0	0	Brand New, Hard to find Rae Dunn is known for its intentional imperfections. I ship quick and pack everything with extreme care and extra bubble wrap. Please see my other items. No returns or exchanges.
429	Oversized Grey & Gold Las Vegas Shirt L	3	Women/Tops & Blouses/T-Shirts		8.0	0	Super soft oversized Grey top with 'Welcome to Fabulous Las Vegas Nevada' in gold. In great, lightly worn condition. Tag the size large. Lostinbubbles
430	White capris	2	Kids/Girls (4+)/Jeans		12.0	0	White capris -kids size 16 1/2 (about the equivalent of women's size 8) -inside adjustable pulls -never worn no flaws Questions? Read my profile bio most questions should be answered there if not, feel free to ask I always reply :)
431	Victoria's Secret lounge sweatpants	2	Women/Athletic Apparel/Pants, Tights, Leggings	Victoria's Secret	20.0	0	"Black sweatpants by Victoria's Secret ""Angel"" loungewear. Drawstring waist with side pockets. Only worn once and washed."
432	"'Garbage"" tee"	3	Men/Tops/T-shirts		7.0	1	A black tee with white screen print g and garbage lettering Size m Good condition
433	Anastasia ultimate glow	1	Beauty/Makeup/Makeup Palettes	Sephora	22.0	0	New with box Authentic
434	Green Kappa Delta T Shirt	2	Women/Tops & Blouses/T-Shirts		11.0	0	Green and white short sleeved Kappa Delta T shirt. Greek letters are white, and there are also white bands on each of the sleeves. Made of cotton/polyester blend. Never been worn - basically brand new!
435	FLASH SALE KKW Creme Lipstick	1	Beauty/Makeup/Lips	Kylie Cosmetics	15.0	1	HEADING TO THE POST OFFICE IN 20 MINUTES THIS SALE WILL BE TAKEN DOWN AFTER THAT The KKW Crème Liquid Lipstick has sheer to medium coverage that can be built based on your desired lip intensity. This unique créme formula contains moisturizing and hydrating ingredients that glide on for a luxurious and creamy finish. Gives a natural sheen while feeling ultra lightweight on the lips. Kylie
436	Cross chain	1	Women/Jewelry/Necklaces		6.0	1	Silver with cubic zirconia crystals
437	3 pairs A.E. 32/32	2	Men/Jeans/Boot Cut	American Eagle	41.0	0	3 pairs boot cut
438	Kyrie 2	2	Men/Shoes/Athletic	Nike	61.0	0	Not worn too often. 9/10 condition. Lots of life left. No scuffs or markings.
439	Jaclyn Hill Palette	1	Beauty/Makeup/Makeup Palettes	Morphe Cosmetics	69.0	0	Brand new! Authentic!! Absolutely the most gorgeous color ever! Will ship the same day.
440	New Seattle Seahawks beanie	1	Men/Men's Accessories/Hats	New Era	18.0	1	Brand new one size fits all
441	Chocolate ABH Dipbrow	1	Beauty/Makeup/Eyes		11.0	1	This item is 100% authentic. You should get your item within three days of purchase. If you have a question please leave a comment.
442	Bundle for lexi	1	Handmade/Paper Goods/Sticker		7.0	1	these are handmade NEW AND IMPROVED STICKER MAKING ‼️‼️shipped in envelope with stamp ‼️‼️ ✨✨✨please don't forget to rate me. i work very hard and spend lots of time on these, thank you✨✨ ❤️NO SMEARING ❤️PERMANENT ADHESIVE ❤️NO STICKING TOGETHER ❤️EVEN MORE WATER RESISTANT ❤️EVEN MORE GLOSSY ❤️IMPOSSIBLE TO RIP IF YOU WOULD LIKE TO DO BUNDLES (these bundles are for my [rm] sticker sets) 2 sets- [rm] 3 sets-[rm] 4 sets-[rm] 5 sets-[rm]
443	Colourpop Lippie Stix in Konichiwa	1	Beauty/Makeup/Lips	ColourPop Cosmetics	7.0	0	Hello Kitty collection Tried on hand 2x but never used No box
444	35 thank you stickers free shipping	1	Other/Office supplies/Shipping Supplies		3.0	1	Free shipping You'll receive 7 strips of 5 stickers on each
445	Milani Eyeshadow Pallettes	1	Beauty/Makeup/Eyes	Milani	8.0	1	Vital Brights Plum Basics Never used never opened nothing. Excellent shape
446	Rae Dunn Tea pot lid for Jleman	1	Home/Kitchen & Dining/Coffee & Tea Accessories	Rae Dunn	9.0	0	No description yet
447	Black & White Market Blouse	3	Women/Tops & Blouses/Blouse	White House Black Market	12.0	1	Medium Great condition no flaws Stretchy , slinky material black V neck Open slits on sides of arms. Below waist,slightly flowy. Matches pants & shirt in other listing
448	Lularoe tall and curvy legging	1	Women/Athletic Apparel/Pants, Tights, Leggings		25.0	1	New with tag Tall and Curvy legging from Lularoe. Made in china
449	Women's Nike Sweatshirt Hoodie	3	Women/Sweaters/Hooded	Nike	24.0	0	Pre owned
450	CORAL forever 21 long dress size small	1	Women/Dresses/Full-Length	FOREVER 21	12.0	1	New Will fit medium
451	Brandy Bundle!!	2	Women/Tops & Blouses/T-Shirts	Brandy Melville	24.0	0	Brandy Bundle
452	Tide Pods	1	Other/Daily & Travel items/Household Supplies		24.0	0	Brand New Factory Sealed Tide Pods (42 count) 2 for [rm] :D Price is firm
453	Decor hanging	3	Home/Home Décor/Home Décor Accents		12.0	0	Apple in basket hanging
454	Adidas high top basketball shoes	2	Men/Shoes/Athletic	Adidas	23.0	1	Size 12 1/2, never worn and in great condition.
455	Magic throwback Nick Anderson	3	Men/Athletic Apparel/Jerseys		25.0	1	Champion Orlando Magic Nick Anderson Jersey, overall in great shape for the age, minor wear on the numbers see pictures.
456	21 day fix	3	Electronics/Media/DVD		31.0	0	21 day fix plus bonus unopened DVD. I will also include a set of the containers.
457	Boutique top	3	Women/Tops & Blouses/Blouse		10.0	1	Perfect for spring and summer. Fun criss cross back detail. No flaws, cleaning out closet. Smoke and pet free home
458	Tool Lateralus cd	3	Electronics/Media/CD		4.0	1	No slip cover
459	4T lot of shirts	4	Kids/Boys 2T-5T/Tops & T-Shirts	Old Navy	10.0	1	2 old nave shirts and 1 carter's all size 4T free shipping
460	BLACK DISTRESSED JEANS	1	Women/Jeans/Slim, Skinny		17.0	0	Brand new!!! Brand: UWD SIZE: 5 regular Such a cute pair of distressed black denim jeans. The material isn't the jegging type, it is actual denim. The distressing is so cute! Stretchy and hugs your curves! hope this can find space in your wardrobe!!
461	Victoria Secret PINK Sweatpants	3	Women/Athletic Apparel/Tracksuits & Sweats	Victoria's Secret	21.0	0	Size xs very goodcondition boot cut sweatpants. Has pockets on back side.
462	Women's Size S Nike DriFit Shorts	3	Women/Athletic Apparel/Shorts	Nike	16.0	0	Black with unique colors around the sides.
463	Go pro chest harness	2	Electronics/Cameras & Photography/Camera & Photo Accessories		24.0	0	Worn once zip lining in Mexico, never used again Originally paid [rm]
464	Slide smart watch	1	Women/Women's Accessories/Watches		19.0	0	Brand new Slidewatch! Rarely used black all around, unisex. No flaws!
465	Medium LuLaRoe Randy Nwt	1	Women/Tops & Blouses/T-Shirts	LuLaRoe	29.0	1	Black with gray stripes
